Group Number,Arabic Group Name,English Group Name,Operator,Purpose/Usage,Example,Note,project_effect_signature,project_usage_universal_ar,project_i3rab_template,project_quran_evidence_phrases,project_modules
1,الجر فقط الدلالية,Prepositions Only (Semantic),وَ,للدلالة على التقليل,وليل كموج البحر,واو رب: حرف جر، ليل: اسم مجرور لفظًا,GEN,حَرْفُ جَرٍّ: يُفِيدُ جَرَّ الِاسْمِ بَعْدَهُ وَيُسَمَّى مَا بَعْدَهُ (اسْمًا مَجْرُورًا).,حَرْفُ جَرٍّ، وَ( {NOUN} ) : اسْمٌ مَجْرُورٌ وَعَلَامَةُ جَرِّهِ الْكَسْرَةُ الظَّاهِرَةُ.,"TYPE=ATAF::1:5:وَإِيَّاكَ -> "" الْوَاوُ "" حَرْفُ عَطْفٍ مَبْنِيٌّ عَلَى الْفَتْحِ، وَ( إِيَّاكَ ) : ضَمِيرٌ مُنْفَصِلٌ مَبْنِيٌّ عَلَى السُّكُونِ فِي مَحَلِّ نَصْبٍ مَفْعُولٌ بِهِ مُقَدَّمٌ لِلِاخْتِصَاصِ. | TYPE=ATAF::1:7:وَلَا -> "" الْوَاوُ "" حَرْفُ عَطْفٍ مَبْنِيٌّ عَلَى الْفَتْحِ، وَ( لَا ) : حَرْفُ نَفْيٍ زَائِدٌ لِلتَّأْكِيدِ مَبْنِيٌّ عَلَى السُّكُونِ. | TYPE=NAFY::1:7:وَلَا -> "" الْوَاوُ "" حَرْفُ عَطْفٍ مَبْنِيٌّ عَلَى الْفَتْحِ، وَ( لَا ) : حَرْفُ نَفْيٍ زَائِدٌ لِلتَّأْكِيدِ مَبْنِيٌّ عَلَى السُّكُونِ. | TYPE=NAFY::2:38:وَلَا -> "" الْوَاوُ "" حَرْفُ عَطْفٍ مَبْنِيٌّ عَلَى الْفَتْحِ، وَ( لَا ) : حَرْفُ نَفْيٍ مَبْنِيٌّ عَلَى السُّكُونِ. | TYPE=ZAAID::1:7:وَلَا -> "" الْوَاوُ "" حَرْفُ عَطْفٍ مَبْنِيٌّ عَلَى الْفَتْحِ، وَ( لَا ) : حَرْفُ نَفْيٍ زَائِدٌ لِلتَّأْكِيدِ مَبْنِيٌّ عَلَى السُّكُونِ. | TYPE=ZAAID::4:168:وَلَا -> "" الْوَاوُ "" حَرْفُ عَطْفٍ مَبْنِيٌّ عَلَى الْفَتْحِ، وَ( لَا ) : حَرْفُ نَفْيٍ زَائِدٌ لِلتَّأْكِيدِ مَبْنِيٌّ عَلَى السُّكُونِ. | TYPE=JAZM::2:35:وَلَا -> "" الْوَاوُ "" حَرْفُ عَطْفٍ مَبْنِيٌّ عَلَى الْفَتْحِ، وَ( لَا ) : حَرْفُ نَهْيٍ وَجَزْمٍ مَبْنِيٌّ عَلَى السُّكُونِ. | TYPE=JAZM::2:41:وَلَا -> "" الْوَاوُ "" حَرْفُ عَطْفٍ مَبْنِيٌّ عَلَى الْفَتْحِ، وَ( لَا ) : حَرْفُ نَهْيٍ وَجَزْمٍ مَبْنِيٌّ عَلَى السُّكُونِ. | TYPE=JAR::2:3:وَمِمَّا -> "" الْوَاوُ "" حَرْفُ عَطْفٍ مَبْنِيٌّ عَلَى الْفَتْحِ، وَ( مِنْ ) : حَرْفُ جَرٍّ مَبْنِيٌّ عَلَى السُّكُونِ، وَ( مَا ) : اسْمٌ مَوْصُولٌ مَبْنِيٌّ عَلَى السُّكُونِ فِي مَحَلِّ جَرٍّ بِالْحَرْفِ، وَشِبْهُ الْجُمْلَةِ مُتَعَلِّقٌ بِـ( يُنْفِقُونَ ) :. | TYPE=JAR::2:267:وَمِمَّا -> "" الْوَاوُ "" حَرْفُ عَطْفٍ مَبْنِيٌّ عَلَى الْفَتْحِ، وَ( مِنْ ) : حَرْفُ جَرٍّ مَبْنِيٌّ عَلَى السُّكُونِ، وَ( مَا ) : اسْمٌ مَوْصُولٌ مَبْنِيٌّ عَلَى السُّكُونِ فِي مَحَلِّ جَرٍّ بِالْحَرْفِ.",
1,الجر فقط الدلالية,Prepositions Only (Semantic),عَلَى,للدلالة على الاستعلاء,الكتاب على المكتب,على: حرف جر، المكتب: اسم مجرور,GEN,حَرْفُ جَرٍّ: يُفِيدُ جَرَّ الِاسْمِ بَعْدَهُ وَيُسَمَّى مَا بَعْدَهُ (اسْمًا مَجْرُورًا).,حَرْفُ جَرٍّ، وَ( {NOUN} ) : اسْمٌ مَجْرُورٌ وَعَلَامَةُ جَرِّهِ الْكَسْرَةُ الظَّاهِرَةُ.,TYPE=JAR::2:5:عَلَى -> حَرْفُ جَرٍّ مَبْنِيٌّ عَلَى السُّكُونِ. | TYPE=JAR::2:7:عَلَى -> حَرْفُ جَرٍّ مَبْنِيٌّ عَلَى السُّكُونِ.,
1,الجر فقط الدلالية,Prepositions Only (Semantic),كَ,للدلالة على التشبيه,زيد كالأسد,الكاف: حرف جر وتشبيه، الأسد: اسم مجرور,GEN,حَرْفُ جَرٍّ: يُفِيدُ جَرَّ الِاسْمِ بَعْدَهُ وَيُسَمَّى مَا بَعْدَهُ (اسْمًا مَجْرُورًا).,حَرْفُ جَرٍّ، وَ( {NOUN} ) : اسْمٌ مَجْرُورٌ وَعَلَامَةُ جَرِّهِ الْكَسْرَةُ الظَّاهِرَةُ.,"TYPE=OTHER::2:6:كَفَرُوا -> فِعْلٌ مَاضٍ مَبْنِيٌّ عَلَى الضَّمِّ لِاتِّصَالِهِ بِوَاوِ الْجَمَاعَةِ، وَ"" وَاوُ الْجَمَاعَةِ "" ضَمِيرٌ مُتَّصِلٌ مَبْنِيٌّ عَلَى السُّكُونِ فِي مَحَلِّ رَفْعٍ فَاعِلٌ، وَالْجُمْلَةُ صِلَةُ الْمَوْصُولِ لَا مَحَلَّ لَهَا مِنَ الْإِعْرَابِ. | TYPE=OTHER::2:26:كَفَرُوا -> فِعْلٌ مَاضٍ مَبْنِيٌّ عَلَى الضَّمِّ لِاتِّصَالِهِ بِوَاوِ الْجَمَاعَةِ، وَ"" وَاوُ الْجَمَاعَةِ "" ضَمِيرٌ مُتَّصِلٌ مَبْنِيٌّ عَلَى السُّكُونِ فِي مَحَلِّ رَفْعٍ فَاعِلٌ، وَالْجُمْلَةُ صِلَةُ الْمَوْصُولِ لَا مَحَلَّ لَهَا مِنَ الْإِعْرَابِ. | TYPE=JAZM::2:89:كَفَرُوا -> فِعْلٌ مَاضٍ مَبْنِيٌّ عَلَى الضَّمِّ لِاتِّصَالِهِ بِوَاوِ الْجَمَاعَةِ فِي مَحَلِّ جَزْمٍ جَوَابُ الشَّرْطِ، وَ"" وَاوُ الْجَمَاعَةِ "" ضَمِيرٌ مُتَّصِلٌ مَبْنِيٌّ عَلَى السُّكُونِ فِي مَحَلِّ رَفْعٍ فَاعِلٌ. | TYPE=JAZM::4:12:كَانُوا -> فِعْلٌ مَاضٍ نَاسِخٌ مَبْنِيٌّ عَلَى الضَّمِّ لِاتِّصَالِهِ بِوَاوِ الْجَمَاعَةِ فِي مَحَلِّ جَزْمٍ فِعْلُ الشَّرْطِ، وَ"" وَاوُ الْجَمَاعَةِ "" ضَمِيرٌ مُتَّصِلٌ مَبْنِيٌّ عَلَى السُّكُونِ فِي مَحَلِّ رَفْعٍ اسْمُ كَانَ. | TYPE=NASB_ADAT::4:89:كَفَرُوا -> فِعْلٌ مَاضٍ مَبْنِيٌّ عَلَى الضَّمِّ لِاتِّصَالِهِ بِوَاوِ الْجَمَاعَةِ، وَ"" وَاوُ الْجَمَاعَةِ "" ضَمِيرٌ مُتَّصِلٌ مَبْنِيٌّ عَلَى السُّكُونِ فِي مَحَلِّ رَفْعٍ فَاعِلٌ، وَالْمَصْدَرُ الْمُؤَوَّلُ مِنْ ( أَنْ ) : وَالْفِعْلِ فِي مَحَلِّ جَرٍّ بِالْكَافِ، وَشِبْهُ الْجُمْلَةِ فِي مَحَلِّ نَصْبٍ نَائِبٌ عَنِ الْمَفْعُولِ الْمُطْلَقِ لِـ( تَكْفُرُونَ ) :. | TYPE=NASB_ADAT::9:54:كَفَرُوا -> فِعْلٌ مَاضٍ مَبْنِيٌّ عَلَى الضَّمِّ لِاتِّصَالِهِ بِوَاوِ الْجَمَاعَةِ، وَ"" وَاوُ الْجَمَاعَةِ "" ضَمِيرٌ مُتَّصِلٌ مَبْنِيٌّ عَلَى السُّكُونِ فِي مَحَلِّ رَفْعٍ فَاعِلٌ، وَالْجُمْلَةُ فِي مَحَلِّ رَفْعٍ خَبَرُ ( أَنَّ ) :، وَالْمَصْدَرُ الْمُؤَوَّلُ مِنْ( أَنَّ ) : وَمَا بَعْدَهَا فِي مَحَلِّ رَفْعٍ فَاعِلٌ لِـ( مَنَعَ ) :. | TYPE=JAR::2:13:كَمَا -> "" الْكَافُ "" حَرْفُ جَرٍّ مَبْنِيٌّ عَلَى الْفَتْحِ، وَ( مَا ) : حَرْفٌ مَصْدَرِيٌّ مَبْنِيٌّ عَلَى السُّكُونِ. | TYPE=JAR::2:108:كَمَا -> "" الْكَافُ "" حَرْفُ جَرٍّ مَبْنِيٌّ عَلَى الْفَتْحِ، وَ( مَا ) : حَرْفٌ مَصْدَرِيٌّ مَبْنِيٌّ عَلَى السُّكُونِ. | TYPE=ISTIFHAM::2:28:كَيْفَ -> اسْمُ اسْتِفْهَامٍ مَبْنِيٌّ عَلَى الْفَتْحِ فِي مَحَلِّ نَصْبٍ حَالٌ. | TYPE=ISTIFHAM::2:259:كَيْفَ -> اسْمُ اسْتِفْهَامٍ مَبْنِيٌّ عَلَى الْفَتْحِ فِي مَحَلِّ نَصْبٍ حَالٌ.",
1,الجر فقط الدلالية,Prepositions Only (Semantic),مُذْ,للدلالة على ابتداء الغاية الزمنية,ما رأيت زيدًا مذ يوم الجمعة,مذ: حرف جر، يوم: اسم مجرور,GEN,حَرْفُ جَرٍّ: يُفِيدُ جَرَّ الِاسْمِ بَعْدَهُ وَيُسَمَّى مَا بَعْدَهُ (اسْمًا مَجْرُورًا).,حَرْفُ جَرٍّ، وَ( {NOUN} ) : اسْمٌ مَجْرُورٌ وَعَلَامَةُ جَرِّهِ الْكَسْرَةُ الظَّاهِرَةُ.,,
1,الجر فقط الدلالية,Prepositions Only (Semantic),مُنْذُ,للدلالة على انتهاء الغاية الزمنية,ما رأيت زيدا منذ يوم الجمعة,منذ: حرف جر، يوم: اسم مجرور,GEN,حَرْفُ جَرٍّ: يُفِيدُ جَرَّ الِاسْمِ بَعْدَهُ وَيُسَمَّى مَا بَعْدَهُ (اسْمًا مَجْرُورًا).,حَرْفُ جَرٍّ، وَ( {NOUN} ) : اسْمٌ مَجْرُورٌ وَعَلَامَةُ جَرِّهِ الْكَسْرَةُ الظَّاهِرَةُ.,,
1,الجر فقط الدلالية,Prepositions Only (Semantic),حَتَّى,للدلالة على انتهاء الغاية الزمنية,سلام هي حتى مطلع الفجر,حتى: حرف جر وغاية، مطلع: اسم مجرور,GEN,حَرْفُ جَرٍّ: يُفِيدُ جَرَّ الِاسْمِ بَعْدَهُ وَيُسَمَّى مَا بَعْدَهُ (اسْمًا مَجْرُورًا).,حَرْفُ جَرٍّ، وَ( {NOUN} ) : اسْمٌ مَجْرُورٌ وَعَلَامَةُ جَرِّهِ الْكَسْرَةُ الظَّاهِرَةُ.,TYPE=JAR::2:55:حَتَّى -> حَرْفُ جَرٍّ مَبْنِيٌّ عَلَى السُّكُونِ. | TYPE=JAR::2:102:حَتَّى -> حَرْفُ جَرٍّ مَبْنِيٌّ عَلَى السُّكُونِ. | TYPE=IBTIDA::3:152:حَتَّى -> حَرْفُ ابْتِدَاءٍ مَبْنِيٌّ عَلَى السُّكُونِ. | TYPE=IBTIDA::4:18:حَتَّى -> حَرْفُ ابْتِدَاءٍ مَبْنِيٌّ عَلَى السُّكُونِ. | TYPE=GHAYA::4:6:حَتَّى -> حَرْفُ غَايَةٍ مَبْنِيٌّ عَلَى السُّكُونِ. | TYPE=GHAYA::6:34:حَتَّى -> حَرْفُ غَايَةٍ مَبْنِيٌّ عَلَى السُّكُونِ.,
1,الجر فقط الدلالية,Prepositions Only (Semantic),حَاشَا,للدلالة على الاستثناء,جاءني القوم حاشا زيد,حاشا: حرف جر واستثناء، زيد: اسم مجرور,GEN,حَرْفُ جَرٍّ: يُفِيدُ جَرَّ الِاسْمِ بَعْدَهُ وَيُسَمَّى مَا بَعْدَهُ (اسْمًا مَجْرُورًا).,حَرْفُ جَرٍّ، وَ( {NOUN} ) : اسْمٌ مَجْرُورٌ وَعَلَامَةُ جَرِّهِ الْكَسْرَةُ الظَّاهِرَةُ.,,
1,الجر فقط الدلالية,Prepositions Only (Semantic),عَدَا,للدلالة على الاستثناء,جاءني القوم عدا زيد,عدا: حرف جر واستثناء، زيد: اسم مجرور,GEN,حَرْفُ جَرٍّ: يُفِيدُ جَرَّ الِاسْمِ بَعْدَهُ وَيُسَمَّى مَا بَعْدَهُ (اسْمًا مَجْرُورًا).,حَرْفُ جَرٍّ، وَ( {NOUN} ) : اسْمٌ مَجْرُورٌ وَعَلَامَةُ جَرِّهِ الْكَسْرَةُ الظَّاهِرَةُ.,,
1,الجر فقط الدلالية,Prepositions Only (Semantic),خَلَا,للدلالة على الاستثناء,جاءني القوم خلا زيد,خلا: حرف جر واستثناء، زيد: اسم مجرور,GEN,حَرْفُ جَرٍّ: يُفِيدُ جَرَّ الِاسْمِ بَعْدَهُ وَيُسَمَّى مَا بَعْدَهُ (اسْمًا مَجْرُورًا).,حَرْفُ جَرٍّ، وَ( {NOUN} ) : اسْمٌ مَجْرُورٌ وَعَلَامَةُ جَرِّهِ الْكَسْرَةُ الظَّاهِرَةُ.,TYPE=OTHER::2:76:خَلَا -> فِعْلٌ مَاضٍ فِعْلُ الشَّرْطِ مَبْنِيٌّ عَلَى الْفَتْحِ الْمُقَدَّرِ لِلتَّعَذُّرِ. | TYPE=OTHER::35:24:خَلَا -> فِعْلٌ مَاضٍ مَبْنِيٌّ عَلَى الْفَتْحِ الْمُقَدَّرِ لِلتَّعَذُّرِ.,
2,التوكيد ,Emphasis and Wishing (Grammatical),إِنَّ,للتوكيد,إن زيدا قائم,إنَّ: حرف توكيد، زيدا: اسم منصوب، قائم: خبر مرفوع,ACC_TAWKID,حَرْفُ تَوْكِيدٍ وَنَصْبٍ: يَنْصِبُ الِاسْمَ وَيَرْفَعُ الْخَبَرَ.,حَرْفُ تَوْكِيدٍ وَنَصْبٍ، وَ( {NOUN} ) : اسْمُهَا مَنْصُوبٌ، وَ( {NOUN2} ) : خَبَرُهَا مَرْفُوعٌ.,TYPE=TAWKID_NASB::2:6:إِنَّ -> حَرْفُ تَوْكِيدٍ وَنَصْبٍ مَبْنِيٌّ عَلَى الْفَتْحِ. | TYPE=TAWKID_NASB::2:20:إِنَّ -> حَرْفُ تَوْكِيدٍ وَنَصْبٍ مَبْنِيٌّ عَلَى الْفَتْحِ.,
2,التوكيد,Emphasis and Wishing (Grammatical),أَنَّ,للتوكيد,بلغني أن زيدا منطلق,أنَّ: حرف توكيد، زيدا: اسم منصوب، منطلق: خبر مرفوع,ACC_TAWKID,حَرْفُ تَوْكِيدٍ وَنَصْبٍ: يَنْصِبُ الِاسْمَ وَيَرْفَعُ الْخَبَرَ.,حَرْفُ تَوْكِيدٍ وَنَصْبٍ، وَ( {NOUN} ) : اسْمُهَا مَنْصُوبٌ، وَ( {NOUN2} ) : خَبَرُهَا مَرْفُوعٌ.,TYPE=TAWKID_NASB::2:25:أَنَّ -> حَرْفُ تَوْكِيدٍ وَنَصْبٍ مَبْنِيٌّ عَلَى الْفَتْحِ. | TYPE=TAWKID_NASB::2:77:أَنَّ -> حَرْفُ تَوْكِيدٍ وَنَصْبٍ مَبْنِيٌّ عَلَى الْفَتْحِ.,
2,التوكيد والتشبيه,Emphasis and Wishing (Grammatical),كَأَنَّ,للتشبيه,كأن زيدا أسد,كأنَّ: حرف توكيد وتشبيه، زيدا: اسم منصوب، أسد: خبر مرفوع,ACC_TAWKID,حَرْفُ تَوْكِيدٍ وَنَصْبٍ: يَنْصِبُ الِاسْمَ وَيَرْفَعُ الْخَبَرَ.,حَرْفُ تَوْكِيدٍ وَنَصْبٍ، وَ( {NOUN} ) : اسْمُهَا مَنْصُوبٌ، وَ( {NOUN2} ) : خَبَرُهَا مَرْفُوعٌ.,TYPE=OTHER::31:7:كَأَنَّ -> حَرْفُ تَشْبِيهٍ وَنَصْبٍ مَبْنِيٌّ عَلَى الْفَتْحِ.,
2,التوكيد والاستدراك,Emphasis and Wishing (Grammatical),لَكِنَّ,للاستدراك,غاب زيد لكن عمرا حاضر,لكنَّ: حرف استدراك، عمرا: اسم منصوب، حاضر: خبر مرفوع,ACC_TAWKID,حَرْفُ تَوْكِيدٍ وَنَصْبٍ: يَنْصِبُ الِاسْمَ وَيَرْفَعُ الْخَبَرَ.,حَرْفُ تَوْكِيدٍ وَنَصْبٍ، وَ( {NOUN} ) : اسْمُهَا مَنْصُوبٌ، وَ( {NOUN2} ) : خَبَرُهَا مَرْفُوعٌ.,,
2,التوكيد والتمني ,Emphasis and Wishing (Grammatical),لَيْتَ,للتمني,ليت زيدا طائر,ليت: حرف تمني، زيدا: اسم منصوب، طائر: خبر مرفوع,ACC_TAWKID,حَرْفُ تَوْكِيدٍ وَنَصْبٍ: يَنْصِبُ الِاسْمَ وَيَرْفَعُ الْخَبَرَ.,حَرْفُ تَوْكِيدٍ وَنَصْبٍ، وَ( {NOUN} ) : اسْمُهَا مَنْصُوبٌ، وَ( {NOUN2} ) : خَبَرُهَا مَرْفُوعٌ.,,
2,التوكيد والترجي,Emphasis and Wishing (Grammatical),لَعَلَّ,للترجي,لعل السلطان عادل,لعلَّ: حرف ترجي، السلطان: اسم منصوب، عادل: خبر مرفوع,ACC_TAWKID,حَرْفُ تَوْكِيدٍ وَنَصْبٍ: يَنْصِبُ الِاسْمَ وَيَرْفَعُ الْخَبَرَ.,حَرْفُ تَوْكِيدٍ وَنَصْبٍ، وَ( {NOUN} ) : اسْمُهَا مَنْصُوبٌ، وَ( {NOUN2} ) : خَبَرُهَا مَرْفُوعٌ.,TYPE=TARJI_TAMANNI::33:63:لَعَلَّ -> حَرْفُ تَرَجٍّ وَنَصْبٍ مَبْنِيٌّ عَلَى الْفَتْحِ. | TYPE=TARJI_TAMANNI::42:17:لَعَلَّ -> حَرْفُ تَرَجٍّ وَنَصْبٍ مَبْنِيٌّ عَلَى الْفَتْحِ.,
3,النفي الإعرابية,Negation (Grammatical),مَا,للنفي,ما زيد ذاهبا,ما: نافية حجازية، زيد: اسم مرفوع، ذاهبا: خبر منصوب,NEG,أَدَاةُ نَفْيٍ: تُفِيدُ نَفْيَ الْمَعْنَى عَلَى حَسَبِ السِّيَاقِ.,أَدَاةُ نَفْيٍ ...,TYPE=OTHER::2:17:مَا -> اسْمٌ مَوْصُولٌ مَبْنِيٌّ عَلَى السُّكُونِ فِي مَحَلِّ نَصْبٍ مَفْعُولٌ بِهِ. | TYPE=OTHER::2:26:مَا -> اسْمٌ مَوْصُولٌ مَبْنِيٌّ عَلَى السُّكُونِ فِي مَحَلِّ نَصْبٍ بَدَلٌ. | TYPE=NASB_ADAT::2:75:مَا -> حَرْفٌ مَصْدَرِيٌّ مَبْنِيٌّ عَلَى السُّكُونِ. | TYPE=NASB_ADAT::2:109:مَا -> حَرْفٌ مَصْدَرِيٌّ مَبْنِيٌّ عَلَى السُّكُونِ. | TYPE=ZAAID::2:88:مَا -> حَرْفٌ زَائِدٌ لِلتَّوكِيدِ مَبْنِيٌّ عَلَى السُّكُونِ. | TYPE=ZAAID::2:144:مَا -> حَرْفٌ زَائِدٌ لِلتَّوكِيدِ مَبْنِيٌّ عَلَى السُّكُونِ. | TYPE=NAFY::2:102:مَا -> حَرْفُ نَفْيٍ مَبْنِيٌّ عَلَى السُّكُونِ. | TYPE=NAFY::2:105:مَا -> حَرْفُ نَفْيٍ مَبْنِيٌّ عَلَى السُّكُونِ. | TYPE=SHART::2:106:مَا -> اسْمُ شَرْطٍ جَازِمٌ مَبْنِيٌّ عَلَى السُّكُونِ فِي مَحَلِّ نَصْبٍ مَفْعُولٌ بِهِ مُقَدَّمٌ. | TYPE=SHART::2:215:مَا -> اسْمُ شَرْطٍ جَازِمٌ مَبْنِيٌّ عَلَى السُّكُونِ فِي مَحَلِّ نَصْبٍ مَفْعُولٌ بِهِ مُقَدَّمٌ.,
3,النفي الإعرابية,Negation (Grammatical),لَا,للنفي,لا رجل مسافرا,لا: نافية حجازية، رجل: اسم مرفوع، مسافرا: خبر منصوب,NEG,أَدَاةُ نَفْيٍ: تُفِيدُ نَفْيَ الْمَعْنَى عَلَى حَسَبِ السِّيَاقِ.,أَدَاةُ نَفْيٍ ...,TYPE=NAFY::2:2:لَا -> حَرْفُ نَفْيٍ لِلْجِنْسِ مَبْنِيٌّ عَلَى السُّكُونِ. | TYPE=NAFY::2:6:لَا -> حَرْفُ نَفْيٍ مَبْنِيٌّ عَلَى السُّكُونِ. | TYPE=JAZM::2:11:لَا -> حَرْفُ نَهْيٍ وَجَزْمٍ مَبْنِيٌّ عَلَى السُّكُونِ. | TYPE=JAZM::2:104:لَا -> حَرْفُ نَهْيٍ وَجَزْمٍ مَبْنِيٌّ عَلَى السُّكُونِ. | TYPE=ZAAID::75:1:لَا -> حَرْفُ نَفْيٍ زَائِدٌ لِلتَّأْكِيدِ مَبْنِيٌّ عَلَى السُّكُونِ. | TYPE=ZAAID::90:1:لَا -> حَرْفُ نَفْيٍ زَائِدٌ لِلتَّأْكِيدِ مَبْنِيٌّ عَلَى السُّكُونِ.,
4,واو المصاحبة (المعيّة),Vocative and Exception (Accusative Only),وَ,للمعية,استوى الماء والخشبة,واو المعية: حرف، الخشبة: مفعول معه منصوب,MAIYYA,وَاوُ الْمَعِيَّةِ: تُفِيدُ الْمَعِيَّةَ وَتَنْصِبُ مَا بَعْدَهَا عَلَى أَنَّهُ مَفْعُولٌ مَعَهُ.,وَاوُ الْمَعِيَّةِ، وَ( {NOUN} ) : مَفْعُولٌ مَعَهُ مَنْصُوبٌ وَعَلَامَةُ نَصْبِهِ الْفَتْحَةُ الظَّاهِرَةُ.,"TYPE=ATAF::1:5:وَإِيَّاكَ -> "" الْوَاوُ "" حَرْفُ عَطْفٍ مَبْنِيٌّ عَلَى الْفَتْحِ، وَ( إِيَّاكَ ) : ضَمِيرٌ مُنْفَصِلٌ مَبْنِيٌّ عَلَى السُّكُونِ فِي مَحَلِّ نَصْبٍ مَفْعُولٌ بِهِ مُقَدَّمٌ لِلِاخْتِصَاصِ. | TYPE=ATAF::1:7:وَلَا -> "" الْوَاوُ "" حَرْفُ عَطْفٍ مَبْنِيٌّ عَلَى الْفَتْحِ، وَ( لَا ) : حَرْفُ نَفْيٍ زَائِدٌ لِلتَّأْكِيدِ مَبْنِيٌّ عَلَى السُّكُونِ. | TYPE=NAFY::1:7:وَلَا -> "" الْوَاوُ "" حَرْفُ عَطْفٍ مَبْنِيٌّ عَلَى الْفَتْحِ، وَ( لَا ) : حَرْفُ نَفْيٍ زَائِدٌ لِلتَّأْكِيدِ مَبْنِيٌّ عَلَى السُّكُونِ. | TYPE=NAFY::2:38:وَلَا -> "" الْوَاوُ "" حَرْفُ عَطْفٍ مَبْنِيٌّ عَلَى الْفَتْحِ، وَ( لَا ) : حَرْفُ نَفْيٍ مَبْنِيٌّ عَلَى السُّكُونِ. | TYPE=ZAAID::1:7:وَلَا -> "" الْوَاوُ "" حَرْفُ عَطْفٍ مَبْنِيٌّ عَلَى الْفَتْحِ، وَ( لَا ) : حَرْفُ نَفْيٍ زَائِدٌ لِلتَّأْكِيدِ مَبْنِيٌّ عَلَى السُّكُونِ. | TYPE=ZAAID::4:168:وَلَا -> "" الْوَاوُ "" حَرْفُ عَطْفٍ مَبْنِيٌّ عَلَى الْفَتْحِ، وَ( لَا ) : حَرْفُ نَفْيٍ زَائِدٌ لِلتَّأْكِيدِ مَبْنِيٌّ عَلَى السُّكُونِ. | TYPE=JAZM::2:35:وَلَا -> "" الْوَاوُ "" حَرْفُ عَطْفٍ مَبْنِيٌّ عَلَى الْفَتْحِ، وَ( لَا ) : حَرْفُ نَهْيٍ وَجَزْمٍ مَبْنِيٌّ عَلَى السُّكُونِ. | TYPE=JAZM::2:41:وَلَا -> "" الْوَاوُ "" حَرْفُ عَطْفٍ مَبْنِيٌّ عَلَى الْفَتْحِ، وَ( لَا ) : حَرْفُ نَهْيٍ وَجَزْمٍ مَبْنِيٌّ عَلَى السُّكُونِ. | TYPE=JAR::2:3:وَمِمَّا -> "" الْوَاوُ "" حَرْفُ عَطْفٍ مَبْنِيٌّ عَلَى الْفَتْحِ، وَ( مِنْ ) : حَرْفُ جَرٍّ مَبْنِيٌّ عَلَى السُّكُونِ، وَ( مَا ) : اسْمٌ مَوْصُولٌ مَبْنِيٌّ عَلَى السُّكُونِ فِي مَحَلِّ جَرٍّ بِالْحَرْفِ، وَشِبْهُ الْجُمْلَةِ مُتَعَلِّقٌ بِـ( يُنْفِقُونَ ) :. | TYPE=JAR::2:267:وَمِمَّا -> "" الْوَاوُ "" حَرْفُ عَطْفٍ مَبْنِيٌّ عَلَى الْفَتْحِ، وَ( مِنْ ) : حَرْفُ جَرٍّ مَبْنِيٌّ عَلَى السُّكُونِ، وَ( مَا ) : اسْمٌ مَوْصُولٌ مَبْنِيٌّ عَلَى السُّكُونِ فِي مَحَلِّ جَرٍّ بِالْحَرْفِ.",
4,أداة الاستثناء الأم,Vocative and Exception (Accusative Only),إِلَّا,للاستثناء,قام القوم إلا زيدا,إلا: حرف استثناء، زيدا: مستثنى منصوب,ISTITHNA,أَدَاةُ اسْتِثْنَاءٍ: تُسْتَثْنَى بِهَا مِنَ الْجُمْلَةِ.,أَدَاةُ اسْتِثْنَاءٍ، وَ( {NOUN} ) : مُسْتَثْنًى ...,TYPE=ISTITHNA::2:9:إِلَّا -> حَرْفُ اسْتِثْنَاءٍ مَبْنِيٌّ عَلَى السُّكُونِ. | TYPE=ISTITHNA::2:26:إِلَّا -> حَرْفُ اسْتِثْنَاءٍ مَبْنِيٌّ عَلَى السُّكُونِ. | TYPE=NAFY::8:73:إِلَّا -> ( إِنْ ) : حَرْفُ شَرْطٍ وَجَزْمٍ مَبْنِيٌّ عَلَى السُّكُونِ، وَ( لَا ) : حَرْفُ نَفْيٍ مَبْنِيٌّ عَلَى السُّكُونِ. | TYPE=NAFY::9:39:إِلَّا -> ( إِنْ ) : حَرْفُ شَرْطٍ وَجَزْمٍ مَبْنِيٌّ عَلَى السُّكُونِ، وَ( لَا ) : حَرْفُ نَفْيٍ مَبْنِيٌّ عَلَى السُّكُونِ. | TYPE=SHART::8:73:إِلَّا -> ( إِنْ ) : حَرْفُ شَرْطٍ وَجَزْمٍ مَبْنِيٌّ عَلَى السُّكُونِ، وَ( لَا ) : حَرْفُ نَفْيٍ مَبْنِيٌّ عَلَى السُّكُونِ. | TYPE=SHART::9:39:إِلَّا -> ( إِنْ ) : حَرْفُ شَرْطٍ وَجَزْمٍ مَبْنِيٌّ عَلَى السُّكُونِ، وَ( لَا ) : حَرْفُ نَفْيٍ مَبْنِيٌّ عَلَى السُّكُونِ. | TYPE=JAZM::8:73:إِلَّا -> ( إِنْ ) : حَرْفُ شَرْطٍ وَجَزْمٍ مَبْنِيٌّ عَلَى السُّكُونِ، وَ( لَا ) : حَرْفُ نَفْيٍ مَبْنِيٌّ عَلَى السُّكُونِ. | TYPE=JAZM::9:39:إِلَّا -> ( إِنْ ) : حَرْفُ شَرْطٍ وَجَزْمٍ مَبْنِيٌّ عَلَى السُّكُونِ، وَ( لَا ) : حَرْفُ نَفْيٍ مَبْنِيٌّ عَلَى السُّكُونِ.,
